,ID,hashtag,prediction
2266,21995414622.0,STARBUCKS,packet
2268,22701319301.0,STARBUCKS,ice_cream
2269,24316427548.0,STARBUCKS,eggnog
2273,2980923495.0,STARBUCKS,web_site
2276,4774375679.0,STARBUCKS,ice_cream
2278,7272829008.0,STARBUCKS,Christmas_stocking
2282,17805501810.0,STARBUCKS,eggnog
2287,2008698066.0,STARBUCKS,Christmas_stocking
2288,21667463916.0,STARBUCKS,Christmas_stocking
2290,2253984355.0,STARBUCKS,ice_cream
2291,23821163769.0,STARBUCKS,ice_cream
2293,27421315.0,STARBUCKS,eggnog
2303,431770304.0,STARBUCKS,wig
2306,5946519972.0,STARBUCKS,coffee_mug
2310,9055181219.0,STARBUCKS,eggnog
2315,1251076172.0,STARBUCKS,web_site
2336,5112986774.0,STARBUCKS,cup
2339,7323611.0,STARBUCKS,cup
2343,8604937684.0,STARBUCKS,wig
2348,14295517533.0,STARBUCKS,web_site
2349,1445471460.0,STARBUCKS,wig
2354,2090180045.0,STARBUCKS,espresso
2356,296840958.0,STARBUCKS,eggnog
2357,2989226814.0,STARBUCKS,Christmas_stocking
2360,3585581576.0,STARBUCKS,coffee_mug
2364,6003053402.0,STARBUCKS,ice_cream
2366,751907726.0,STARBUCKS,coffee_mug
2367,8281086803.0,STARBUCKS,coffee_mug
2370,8604937684.0,STARBUCKS,wig
2371,8604937684.0,STARBUCKS,wig
2374,9961061274.0,STARBUCKS,cup
2380,14459543947.0,STARBUCKS,coffee_mug
2386,2977251595.0,STARBUCKS,coffee_mug
2388,3186057342.0,STARBUCKS,coffee_mug
2390,4147797248.0,STARBUCKS,cup
2392,5360338471.0,STARBUCKS,cup
2396,5805291.0,STARBUCKS,ice_cream
2399,657367731.0,STARBUCKS,packet
2400,6747395961.0,STARBUCKS,eggnog
2403,8604937684.0,STARBUCKS,wig
2404,8914389113.0,STARBUCKS,eggnog
2407,12278598561.0,STARBUCKS,eggnog
2408,13433915.0,STARBUCKS,ice_cream
2416,2175028315.0,STARBUCKS,cup
2418,23685501577.0,STARBUCKS,ice_cream
2428,7012441893.0,STARBUCKS,ice_cream
2431,7688994263.0,STARBUCKS,web_site
2433,8121877168.0,STARBUCKS,eggnog
2434,8154714195.0,STARBUCKS,bucket
2435,8604937684.0,STARBUCKS,wig
2436,9870654967.0,STARBUCKS,packet
2437,11606805271.0,STARBUCKS,web_site
2438,1233316703.0,STARBUCKS,ice_cream
2439,12556152966.0,STARBUCKS,web_site
2441,1304003523.0,STARBUCKS,coffee_mug
2445,194643556.0,STARBUCKS,coffee_mug
2451,2977251595.0,STARBUCKS,coffee_mug
2460,7880667996.0,STARBUCKS,wig
2461,7882300018.0,STARBUCKS,coffee_mug
2463,8604937684.0,STARBUCKS,wig
2464,8604937684.0,STARBUCKS,wig
2468,146156573.0,STARBUCKS,coffee_mug
2480,2977251595.0,STARBUCKS,coffee_mug
2483,392485768.0,STARBUCKS,bucket
2484,4086931882.0,STARBUCKS,cup
2485,4325303196.0,STARBUCKS,ice_cream
2486,4550398941.0,STARBUCKS,web_site
2487,5519099394.0,STARBUCKS,cup
2489,5581424755.0,STARBUCKS,cup
2490,5744584426.0,STARBUCKS,ice_cream
2493,7464411271.0,STARBUCKS,ice_cream
2495,8604937684.0,STARBUCKS,wig
2505,2240687991.0,STARBUCKS,coffee_mug
2508,23392522594.0,STARBUCKS,bucket
2509,23393147893.0,STARBUCKS,web_site
2512,261378332.0,STARBUCKS,wig
2514,4075536608.0,STARBUCKS,ice_cream
2515,48346957.0,STARBUCKS,cup
2523,7644026359.0,STARBUCKS,packet
2525,8576949299.0,STARBUCKS,web_site
2531,1647884152.0,STARBUCKS,eggnog
2533,18139596384.0,STARBUCKS,espresso
2534,2016407932.0,STARBUCKS,ice_cream
2540,24769957649.0,STARBUCKS,coffee_mug
2544,3235002786.0,STARBUCKS,cup
2546,375408292.0,STARBUCKS,Christmas_stocking
2553,6680305865.0,STARBUCKS,ice_cream
2554,7014096067.0,STARBUCKS,ice_cream
2562,16137132597.0,STARBUCKS,espresso
2567,2136612067.0,STARBUCKS,coffee_mug
2568,21511619860.0,STARBUCKS,coffee_mug
2570,23227611941.0,STARBUCKS,coffee_mug
2571,25024371544.0,STARBUCKS,coffee_mug
2576,5446568930.0,STARBUCKS,ice_cream
2580,6076776652.0,STARBUCKS,web_site
2587,11398361744.0,STARBUCKS,cup
2588,1233316703.0,STARBUCKS,ice_cream
2592,15706962004.0,STARBUCKS,espresso
2594,20896015959.0,STARBUCKS,cup
2595,24116830591.0,STARBUCKS,web_site
2598,351501813.0,STARBUCKS,ice_cream
2603,5356983680.0,STARBUCKS,bucket
2606,6076776652.0,STARBUCKS,web_site
2608,6715147351.0,STARBUCKS,bucket
2613,8604937684.0,STARBUCKS,wig
2615,10125199142.0,STARBUCKS,espresso
2616,11610490282.0,STARBUCKS,eggnog
2621,16137132597.0,STARBUCKS,espresso
2622,18156747642.0,STARBUCKS,coffee_mug
2638,8604937684.0,STARBUCKS,wig
2639,9266177826.0,STARBUCKS,packet
2641,12396718352.0,STARBUCKS,ice_cream
2653,3176395019.0,STARBUCKS,packet
2677,375408292.0,STARBUCKS,Christmas_stocking
2678,3898160274.0,STARBUCKS,coffee_mug
2688,7136600832.0,STARBUCKS,bucket
2689,7205442057.0,STARBUCKS,ice_cream
2694,13454791987.0,STARBUCKS,eggnog
2698,1563667644.0,STARBUCKS,packet
2699,16137132597.0,STARBUCKS,espresso
2700,1647884152.0,STARBUCKS,eggnog
2709,230736285.0,STARBUCKS,cup
2711,24116830591.0,STARBUCKS,web_site
2713,245440693.0,STARBUCKS,ice_cream
2720,293039759.0,STARBUCKS,bucket
2723,3128017406.0,STARBUCKS,espresso
2730,4086931882.0,STARBUCKS,cup
2731,5482275722.0,STARBUCKS,wig
2739,8569032379.0,STARBUCKS,ice_cream
2740,8604937684.0,STARBUCKS,wig
2741,8604937684.0,STARBUCKS,wig
2742,8604937684.0,STARBUCKS,wig
2743,8604937684.0,STARBUCKS,wig
2749,1159743795.0,STARBUCKS,Christmas_stocking
2752,1360151623.0,STARBUCKS,packet
2758,1745180484.0,STARBUCKS,eggnog
2759,1805301023.0,STARBUCKS,Christmas_stocking
2761,19240514.0,STARBUCKS,ice_cream
2764,20091358751.0,STARBUCKS,web_site
2770,261378332.0,STARBUCKS,wig
2774,3620817653.0,STARBUCKS,cup
2775,4086931882.0,STARBUCKS,cup
2776,41132944.0,STARBUCKS,Christmas_stocking
2790,813008678.0,STARBUCKS,espresso
2791,8176551494.0,STARBUCKS,packet
2792,8604937684.0,STARBUCKS,wig
2793,9258691784.0,STARBUCKS,ice_cream
2794,10125199142.0,STARBUCKS,espresso
2796,1233316703.0,STARBUCKS,ice_cream
2797,1233316703.0,STARBUCKS,ice_cream
2798,1233316703.0,STARBUCKS,ice_cream
2799,1272538471.0,STARBUCKS,espresso
2800,1281246451.0,STARBUCKS,Christmas_stocking
2801,1410118835.0,STARBUCKS,Christmas_stocking
2803,1488690792.0,STARBUCKS,espresso
2806,17575978417.0,STARBUCKS,espresso
2812,19240514.0,STARBUCKS,packet
2815,2194422137.0,STARBUCKS,cup
2817,2244753828.0,STARBUCKS,espresso
2823,295546689.0,STARBUCKS,espresso
2829,55907364.0,STARBUCKS,ice_cream
2834,7272829008.0,STARBUCKS,coffee_mug
2837,8604937684.0,STARBUCKS,wig
2838,8604937684.0,STARBUCKS,wig
2844,12509265280.0,STARBUCKS,ice_cream
2847,1561047389.0,STARBUCKS,eggnog
2849,1595012355.0,STARBUCKS,coffee_mug
2850,1595012355.0,STARBUCKS,coffee_mug
2852,176371276.0,STARBUCKS,ice_cream
2855,19240514.0,STARBUCKS,web_site
2857,20091358751.0,STARBUCKS,web_site
2861,24316427548.0,STARBUCKS,eggnog
2862,24780278827.0,STARBUCKS,espresso
2864,282490247.0,STARBUCKS,coffee_mug
2865,30077549.0,STARBUCKS,cup
2867,3134508450.0,STARBUCKS,ice_cream
2872,5446568930.0,STARBUCKS,ice_cream
2873,5825191052.0,STARBUCKS,ice_cream
2877,6206228659.0,STARBUCKS,coffee_mug
2881,8604937684.0,STARBUCKS,wig
2882,8604937684.0,STARBUCKS,wig
2888,12509265280.0,STARBUCKS,ice_cream
2890,1462004462.0,STARBUCKS,ice_cream
2894,1560284346.0,STARBUCKS,coffee_mug
2895,16137132597.0,STARBUCKS,espresso
2900,21418645.0,STARBUCKS,web_site
2901,21694916840.0,STARBUCKS,eggnog
2905,242854464.0,STARBUCKS,wig
2908,3166210180.0,STARBUCKS,ice_cream
2920,6621514762.0,STARBUCKS,ice_cream
2925,11115938714.0,STARBUCKS,espresso
2933,1531098062.0,STARBUCKS,ice_cream
2936,15706962004.0,STARBUCKS,espresso
2939,16845253614.0,STARBUCKS,ice_cream
2943,17614806454.0,STARBUCKS,wig
2948,21581510134.0,STARBUCKS,web_site
2953,2562274305.0,STARBUCKS,espresso
2958,3517726147.0,STARBUCKS,eggnog
2964,4305135851.0,STARBUCKS,eggnog
2968,5357642.0,STARBUCKS,espresso
2969,5496193398.0,STARBUCKS,web_site
2977,6163562404.0,STARBUCKS,eggnog
2978,6198435536.0,STARBUCKS,espresso
2981,7031523148.0,STARBUCKS,web_site
2982,7137140982.0,STARBUCKS,packet
2985,7880667996.0,STARBUCKS,wig
2986,8235292855.0,STARBUCKS,web_site
2991,1172806686.0,STARBUCKS,cup
2992,13288677087.0,STARBUCKS,cup
3001,253169787.0,STARBUCKS,espresso
3007,3959145774.0,STARBUCKS,cup
3010,4704016923.0,STARBUCKS,bucket
3012,4942690084.0,STARBUCKS,cup
3020,6076776652.0,STARBUCKS,web_site
3023,8382973308.0,STARBUCKS,cup
3024,8548642576.0,STARBUCKS,bucket
3025,8604937684.0,STARBUCKS,wig
3029,16137132597.0,STARBUCKS,espresso
3030,18246830374.0,STARBUCKS,Christmas_stocking
3040,2958651599.0,STARBUCKS,ice_cream
3043,3623015925.0,STARBUCKS,coffee_mug
3044,4774179092.0,STARBUCKS,cup
3049,5852163556.0,STARBUCKS,Christmas_stocking
3055,8604937684.0,STARBUCKS,wig
3062,16137132597.0,STARBUCKS,espresso
3068,2343171444.0,STARBUCKS,coffee_mug
3070,12017324078.0,STARBUCKS,ice_cream
3071,1246040962.0,STARBUCKS,ice_cream
3072,1259113660.0,STARBUCKS,eggnog
3080,1942062514.0,STARBUCKS,eggnog
3081,21024706291.0,STARBUCKS,espresso
3083,23429207534.0,STARBUCKS,eggnog
3098,2272043368.0,STARBUCKS,eggnog
3099,2299197518.0,STARBUCKS,Christmas_stocking
3100,23919786511.0,STARBUCKS,Christmas_stocking
3103,2817754598.0,STARBUCKS,eggnog
3104,2983244943.0,STARBUCKS,bucket
3105,3692341660.0,STARBUCKS,ice_cream
3106,55452015.0,STARBUCKS,Christmas_stocking
3108,5997178444.0,STARBUCKS,coffee_mug
3109,6128385674.0,STARBUCKS,cup
3110,683867168.0,STARBUCKS,eggnog
3118,19112574.0,STARBUCKS,ice_cream
3124,3416382029.0,STARBUCKS,packet
3125,4354859915.0,STARBUCKS,web_site
3128,594407.0,STARBUCKS,espresso
3130,859601.0,STARBUCKS,bucket
3133,11558868006.0,STARBUCKS,espresso
3146,419425417.0,STARBUCKS,Christmas_stocking
3150,7176561514.0,STARBUCKS,coffee_mug
3154,1317662464.0,STARBUCKS,eggnog
3161,23157371263.0,STARBUCKS,web_site
3163,2948681866.0,STARBUCKS,eggnog
3166,361018901.0,STARBUCKS,bucket
3168,47883799.0,STARBUCKS,cup
3170,8030254908.0,STARBUCKS,coffee_mug
3174,10124030698.0,STARBUCKS,coffee_mug
3178,1443950446.0,STARBUCKS,bucket
3180,16497860009.0,STARBUCKS,web_site
3199,1467641204.0,STARBUCKS,cup
3205,24990551730.0,STARBUCKS,web_site
3209,50784475.0,STARBUCKS,coffee_mug
3214,8519951858.0,STARBUCKS,eggnog
3215,9968613226.0,STARBUCKS,eggnog
3223,21706590896.0,STARBUCKS,wig
3226,40574841.0,STARBUCKS,eggnog
3230,5785560073.0,STARBUCKS,packet
3234,8587358035.0,STARBUCKS,web_site
3240,13530824165.0,STARBUCKS,web_site
3244,182370341.0,STARBUCKS,ice_cream
3247,24990551730.0,STARBUCKS,web_site
3248,3252001202.0,STARBUCKS,coffee_mug
3251,392485768.0,STARBUCKS,bucket
3253,5808578300.0,STARBUCKS,eggnog
3257,8311456914.0,STARBUCKS,coffee_mug
3262,197304256.0,STARBUCKS,espresso
3268,3083200074.0,STARBUCKS,eggnog
3269,3192294652.0,STARBUCKS,cup
3270,3681354090.0,STARBUCKS,eggnog
3275,5860038192.0,STARBUCKS,ice_cream
3278,9654320869.0,STARBUCKS,web_site
3282,13121027734.0,STARBUCKS,cup
3283,1424498922.0,STARBUCKS,bucket
3286,20232588551.0,STARBUCKS,web_site
3289,23922458488.0,STARBUCKS,cup
3290,28837792.0,STARBUCKS,wig
3291,3448078657.0,STARBUCKS,eggnog
3292,5929472809.0,STARBUCKS,eggnog
3299,9473969794.0,STARBUCKS,web_site
3303,1541168298.0,STARBUCKS,bucket
3304,18002933762.0,STARBUCKS,web_site
3305,1909523433.0,STARBUCKS,Christmas_stocking
3307,24308919410.0,STARBUCKS,cup
3312,5991704128.0,STARBUCKS,ice_cream
3315,6906986467.0,STARBUCKS,cup
3319,7594334409.0,STARBUCKS,cup
3321,10373492593.0,STARBUCKS,espresso
3322,10566346214.0,STARBUCKS,ice_cream
3330,19041371252.0,STARBUCKS,web_site
3332,214637001.0,STARBUCKS,espresso
3338,5912890531.0,STARBUCKS,wig
3345,13507688779.0,STARBUCKS,coffee_mug
3348,14419823131.0,STARBUCKS,cup
3355,20654278118.0,STARBUCKS,eggnog
3358,24736258939.0,STARBUCKS,coffee_mug
3370,22453898799.0,STARBUCKS,coffee_mug
3371,2317419195.0,STARBUCKS,eggnog
3375,4941382804.0,STARBUCKS,bucket
3376,5744539958.0,STARBUCKS,coffee_mug
3379,7317144703.0,STARBUCKS,eggnog
3381,7993658678.0,STARBUCKS,web_site
3383,9513796558.0,STARBUCKS,Christmas_stocking
3384,11460784601.0,STARBUCKS,ice_cream
3385,11549746100.0,STARBUCKS,packet
3392,24128938048.0,STARBUCKS,cup
3397,39638573.0,STARBUCKS,web_site
3398,40511390.0,STARBUCKS,eggnog
3400,6691503157.0,STARBUCKS,bucket
3401,7810792684.0,STARBUCKS,ice_cream
3402,8241062100.0,STARBUCKS,ice_cream
3403,8415536777.0,STARBUCKS,packet
3406,13121095615.0,STARBUCKS,web_site
3411,22194910712.0,STARBUCKS,eggnog
3413,2266939541.0,STARBUCKS,cup
3415,30488108.0,STARBUCKS,packet
3417,3956770825.0,STARBUCKS,bucket
3423,723781628.0,STARBUCKS,web_site
3424,7623824268.0,STARBUCKS,coffee_mug
3425,8991581583.0,STARBUCKS,ice_cream
3429,16423487465.0,STARBUCKS,web_site
3451,188083364.0,STARBUCKS,eggnog
3452,190393348.0,STARBUCKS,Christmas_stocking
3458,24815285668.0,STARBUCKS,eggnog
3459,25033866344.0,STARBUCKS,coffee_mug
3464,6836857292.0,STARBUCKS,web_site
3472,18425211759.0,STARBUCKS,wig
3478,2872981186.0,STARBUCKS,cup
3481,309507491.0,STARBUCKS,cup
3490,1354103365.0,STARBUCKS,coffee_mug
3502,368712197.0,STARBUCKS,ice_cream
3510,17157294957.0,STARBUCKS,wig
3520,3575756473.0,STARBUCKS,ice_cream
3524,4637425631.0,STARBUCKS,packet
3525,5383163689.0,STARBUCKS,eggnog
3533,13734147438.0,STARBUCKS,espresso
3534,1391493894.0,STARBUCKS,web_site
3546,6129670808.0,STARBUCKS,Christmas_stocking
3547,6807512001.0,STARBUCKS,cup
3549,7361172113.0,STARBUCKS,Christmas_stocking
3552,12636993327.0,STARBUCKS,eggnog
3561,22196557554.0,STARBUCKS,web_site
3563,23299588945.0,STARBUCKS,web_site
3564,277639740.0,STARBUCKS,ice_cream
3573,10234191462.0,STARBUCKS,coffee_mug
3575,1445037859.0,STARBUCKS,coffee_mug
3576,14492398051.0,STARBUCKS,eggnog
3591,723781628.0,STARBUCKS,web_site
3592,7301308867.0,STARBUCKS,packet
3594,10232018011.0,STARBUCKS,bucket
3597,1623790397.0,STARBUCKS,Christmas_stocking
3605,34638215.0,STARBUCKS,espresso
3607,5785560073.0,STARBUCKS,packet
3608,6091654122.0,STARBUCKS,Christmas_stocking
3616,1475787219.0,STARBUCKS,bucket
3632,745877527.0,STARBUCKS,ice_cream
3635,8925134213.0,STARBUCKS,web_site
3640,1421897457.0,STARBUCKS,cup
3646,2274650468.0,STARBUCKS,ice_cream
3648,25036460204.0,STARBUCKS,web_site
3649,362427549.0,STARBUCKS,coffee_mug
3650,4474085706.0,STARBUCKS,cup
3653,622715536.0,STARBUCKS,Christmas_stocking
3657,1391493894.0,STARBUCKS,web_site
3665,2311619713.0,STARBUCKS,eggnog
3670,417907259.0,STARBUCKS,cup
3674,7184876121.0,STARBUCKS,packet
3680,1509848306.0,STARBUCKS,web_site
3681,16168970.0,STARBUCKS,web_site
3684,22427703047.0,STARBUCKS,ice_cream
3685,24294275923.0,STARBUCKS,eggnog
3694,5917297569.0,STARBUCKS,espresso
3703,1702935201.0,STARBUCKS,packet
3704,1811824177.0,STARBUCKS,eggnog
3707,20058960838.0,STARBUCKS,Christmas_stocking
3714,4225857761.0,STARBUCKS,packet
3716,5892830558.0,STARBUCKS,eggnog
3720,11843917334.0,STARBUCKS,Christmas_stocking
3721,13715878853.0,STARBUCKS,Christmas_stocking
3723,14737543221.0,STARBUCKS,eggnog
3737,6365657607.0,STARBUCKS,web_site
3738,6971884660.0,STARBUCKS,bucket
3742,11168338307.0,STARBUCKS,web_site
3743,1333255317.0,STARBUCKS,bucket
3751,270529515.0,STARBUCKS,cup
3752,319336141.0,STARBUCKS,coffee_mug
3772,24322517582.0,STARBUCKS,ice_cream
3775,26187897.0,STARBUCKS,coffee_mug
3777,560090539.0,STARBUCKS,web_site
3778,6807622323.0,STARBUCKS,cup
3785,13121095615.0,STARBUCKS,web_site
3788,176266288.0,STARBUCKS,wig
3790,1903246855.0,STARBUCKS,cup
3792,21458022167.0,STARBUCKS,ice_cream
3796,4364679914.0,STARBUCKS,packet
3799,6158633633.0,STARBUCKS,web_site
3806,14295836249.0,STARBUCKS,web_site
3815,21024706291.0,STARBUCKS,espresso
3817,506172135.0,STARBUCKS,Christmas_stocking
3820,6074429587.0,STARBUCKS,wig
3822,809701399.0,STARBUCKS,espresso
3824,8604937684.0,STARBUCKS,wig
3829,1938218894.0,STARBUCKS,coffee_mug
3831,205950255.0,STARBUCKS,cup
3833,2248752904.0,STARBUCKS,cup
3837,5482275722.0,STARBUCKS,wig
3843,7016559083.0,STARBUCKS,cup
3844,8604937684.0,STARBUCKS,wig
3853,1949921111.0,STARBUCKS,ice_cream
3858,313252059.0,STARBUCKS,web_site
3859,529896657.0,STARBUCKS,packet
3861,6012241247.0,STARBUCKS,cup
3864,859601.0,STARBUCKS,bucket
3867,16721953641.0,STARBUCKS,packet
3871,2206329142.0,STARBUCKS,web_site
3883,9473969794.0,STARBUCKS,web_site
3886,1235353115.0,STARBUCKS,wig
3894,20232588551.0,STARBUCKS,web_site
3895,203094487.0,STARBUCKS,eggnog
3898,633873109.0,STARBUCKS,cup
3899,643006153.0,STARBUCKS,wig
3900,6783638419.0,STARBUCKS,wig
3903,1233316703.0,STARBUCKS,packet
3906,1546142269.0,STARBUCKS,cup
3915,6783638419.0,STARBUCKS,wig
3916,723781628.0,STARBUCKS,web_site
3918,8604937684.0,STARBUCKS,wig
3922,2071039296.0,STARBUCKS,web_site
3924,23299238289.0,STARBUCKS,eggnog
3930,7865216359.0,STARBUCKS,wig
3932,8604937684.0,STARBUCKS,wig
3942,1748557396.0,STARBUCKS,bucket
3944,22453243116.0,STARBUCKS,bucket
3947,7909868650.0,STARBUCKS,web_site
3948,10828725860.0,STARBUCKS,ice_cream
3949,11676105.0,STARBUCKS,web_site
3955,20314249141.0,STARBUCKS,eggnog
3961,356477.0,STARBUCKS,ice_cream
3972,22453243116.0,STARBUCKS,coffee_mug
3974,24308919410.0,STARBUCKS,bucket
3980,8604937684.0,STARBUCKS,wig
3985,2000206662.0,STARBUCKS,Christmas_stocking
3988,24308919410.0,STARBUCKS,coffee_mug
3991,8604937684.0,STARBUCKS,wig
3992,8604937684.0,STARBUCKS,wig
3993,22453243116.0,STARBUCKS,coffee_mug
4005,4086931882.0,STARBUCKS,cup
4012,6096840633.0,STARBUCKS,packet
4015,8566121647.0,STARBUCKS,bucket
4016,8604937684.0,STARBUCKS,wig
4017,8604937684.0,STARBUCKS,wig
4018,8604937684.0,STARBUCKS,wig
4030,22453243116.0,STARBUCKS,cup
4033,2318896181.0,STARBUCKS,wig
4034,2350861714.0,STARBUCKS,coffee_mug
4047,5831993985.0,STARBUCKS,cup
4051,6076776652.0,STARBUCKS,web_site
4055,8565741118.0,STARBUCKS,coffee_mug
4056,8604937684.0,STARBUCKS,wig
4057,8604937684.0,STARBUCKS,wig
4058,8604937684.0,STARBUCKS,wig
4059,1095222573.0,STARBUCKS,Christmas_stocking
4061,1233316703.0,STARBUCKS,ice_cream
4062,1233316703.0,STARBUCKS,ice_cream
4070,22744306108.0,STARBUCKS,packet
4073,24316427548.0,STARBUCKS,eggnog
4079,413783930.0,STARBUCKS,wig
4083,6076776652.0,STARBUCKS,web_site
4085,7816999532.0,STARBUCKS,ice_cream
4087,8604937684.0,STARBUCKS,wig
4090,1233316703.0,STARBUCKS,packet
4091,1233316703.0,STARBUCKS,ice_cream
4093,13288677087.0,STARBUCKS,cup
4094,13288677087.0,STARBUCKS,cup
4096,1595012355.0,STARBUCKS,coffee_mug
4097,1748557396.0,STARBUCKS,bucket
4103,2318896181.0,STARBUCKS,wig
4108,4086931882.0,STARBUCKS,cup
4109,5578553800.0,STARBUCKS,bucket
4115,10023124974.0,STARBUCKS,cup
4120,13288677087.0,STARBUCKS,cup
4121,1720490509.0,STARBUCKS,ice_cream
4123,23177045180.0,STARBUCKS,web_site
4130,6076776652.0,STARBUCKS,web_site
4133,8604937684.0,STARBUCKS,wig
4136,1233316703.0,STARBUCKS,ice_cream
4138,19983405326.0,STARBUCKS,Christmas_stocking
4139,243796679.0,STARBUCKS,coffee_mug
4140,4658508.0,STARBUCKS,packet
4146,8604937684.0,STARBUCKS,wig
4147,8604937684.0,STARBUCKS,wig
4151,13288677087.0,STARBUCKS,coffee_mug
4160,8604937684.0,STARBUCKS,wig
4161,9273954679.0,STARBUCKS,web_site
4174,10669490043.0,STARBUCKS,bucket
4176,11305311540.0,STARBUCKS,bucket
4180,1273839758.0,STARBUCKS,Christmas_stocking
4183,13532602486.0,STARBUCKS,cup
4186,1401551416.0,STARBUCKS,ice_cream
4188,1442132900.0,STARBUCKS,ice_cream
4192,15000230284.0,STARBUCKS,espresso
4199,1745180484.0,STARBUCKS,eggnog
4202,1902281578.0,STARBUCKS,espresso
4203,192007652.0,STARBUCKS,cup
4208,2133678713.0,STARBUCKS,eggnog
4211,22215805759.0,STARBUCKS,cup
4215,23766686552.0,STARBUCKS,coffee_mug
4217,2441897694.0,STARBUCKS,eggnog
4219,248471348.0,STARBUCKS,eggnog
4221,261378332.0,STARBUCKS,wig
4223,3176395019.0,STARBUCKS,packet
4226,3953090966.0,STARBUCKS,packet
4228,4232686133.0,STARBUCKS,web_site
4235,5498922025.0,STARBUCKS,cup
4242,6231164063.0,STARBUCKS,eggnog
4248,8163489564.0,STARBUCKS,ice_cream
4249,8406802389.0,STARBUCKS,web_site
4255,9175783479.0,STARBUCKS,coffee_mug
4256,9313504910.0,STARBUCKS,eggnog
4257,9436789286.0,STARBUCKS,espresso
4262,14812639294.0,STARBUCKS,eggnog
4263,6076776652.0,STARBUCKS,web_site
4270,1233316703.0,STARBUCKS,ice_cream
4273,1233316703.0,STARBUCKS,ice_cream
4275,6236014668.0,STARBUCKS,cup
4285,1409527968.0,STARBUCKS,packet
4288,1503392272.0,STARBUCKS,web_site
4290,15547975011.0,STARBUCKS,cup
4292,17472857709.0,STARBUCKS,coffee_mug
4301,2007339621.0,STARBUCKS,cup
4307,21777828749.0,STARBUCKS,cup
4312,23148208591.0,STARBUCKS,web_site
4319,24360000388.0,STARBUCKS,web_site
4324,3252639421.0,STARBUCKS,ice_cream
4325,3533311951.0,STARBUCKS,eggnog
4328,3951521289.0,STARBUCKS,eggnog
4329,4327870952.0,STARBUCKS,cup
4331,4336768792.0,STARBUCKS,coffee_mug
4334,4473216759.0,STARBUCKS,espresso
4335,4581875012.0,STARBUCKS,web_site
4347,5919286648.0,STARBUCKS,coffee_mug
4348,5948461815.0,STARBUCKS,ice_cream
4353,694366613.0,STARBUCKS,wig
4357,76504.0,STARBUCKS,Christmas_stocking
4359,7798091537.0,STARBUCKS,bucket
4360,7974347181.0,STARBUCKS,Christmas_stocking
4365,8621588597.0,STARBUCKS,Christmas_stocking
4369,1029875052.0,STARBUCKS,bucket
4371,10509585407.0,STARBUCKS,coffee_mug
4372,10812509471.0,STARBUCKS,cup
4379,1419018393.0,STARBUCKS,packet
4388,1704056814.0,STARBUCKS,ice_cream
4389,17085551668.0,STARBUCKS,ice_cream
4393,20098598620.0,STARBUCKS,eggnog
4395,20282586607.0,STARBUCKS,ice_cream
4397,21168441320.0,STARBUCKS,bucket
4402,23310047909.0,STARBUCKS,ice_cream
4406,24990551730.0,STARBUCKS,web_site
4416,310556808.0,STARBUCKS,coffee_mug
4417,3134508450.0,STARBUCKS,ice_cream
4419,3223344851.0,STARBUCKS,bucket
4422,3425088672.0,STARBUCKS,eggnog
4426,38349836.0,STARBUCKS,eggnog
4430,410930379.0,STARBUCKS,cup
4433,4193657013.0,STARBUCKS,wig
4435,4642999626.0,STARBUCKS,ice_cream
4436,4844414300.0,STARBUCKS,eggnog
4462,11096316839.0,STARBUCKS,ice_cream
4463,11236646.0,STARBUCKS,bucket
4465,12040581482.0,STARBUCKS,eggnog
4468,12760976706.0,STARBUCKS,cup
4469,13121095615.0,STARBUCKS,web_site
4473,14443327720.0,STARBUCKS,cup
4474,14473153340.0,STARBUCKS,bucket
4478,15378504187.0,STARBUCKS,eggnog
4479,1538328680.0,STARBUCKS,eggnog
4483,17115893725.0,STARBUCKS,ice_cream
4490,1923736176.0,STARBUCKS,bucket
4492,1949739468.0,STARBUCKS,ice_cream
4496,20495461.0,STARBUCKS,coffee_mug
4501,21694916840.0,STARBUCKS,eggnog
4503,22327625117.0,STARBUCKS,coffee_mug
4508,237095225.0,STARBUCKS,web_site
4509,2602716882.0,STARBUCKS,cup
4514,3403895460.0,STARBUCKS,coffee_mug
4521,4055007652.0,STARBUCKS,packet
4525,4618108841.0,STARBUCKS,coffee_mug
4528,5369194671.0,STARBUCKS,wig
4529,5487799367.0,STARBUCKS,bucket
4535,6229313069.0,STARBUCKS,eggnog
4537,6696150727.0,STARBUCKS,web_site
4539,6740203082.0,STARBUCKS,bucket
4542,6953670454.0,STARBUCKS,ice_cream
4547,9175783479.0,STARBUCKS,cup
4548,950669292.0,STARBUCKS,eggnog
4549,10192534216.0,STARBUCKS,Christmas_stocking
4562,1411388373.0,STARBUCKS,eggnog
4567,1699995338.0,STARBUCKS,bucket
4571,18098563609.0,STARBUCKS,web_site
4572,18328555605.0,STARBUCKS,coffee_mug
4574,19041371252.0,STARBUCKS,web_site
4579,209410782.0,STARBUCKS,ice_cream
4585,242693681.0,STARBUCKS,Christmas_stocking
4594,3083033.0,STARBUCKS,coffee_mug
4597,33082835.0,STARBUCKS,espresso
4598,3533899985.0,STARBUCKS,web_site
4600,3623015925.0,STARBUCKS,coffee_mug
4604,4149579840.0,STARBUCKS,web_site
4613,50847641.0,STARBUCKS,espresso
4614,526770297.0,STARBUCKS,cup
